genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared	site	subject1	subject2	sample1	sample2
P_bivia.fna	SRR6747963.bam	SRR6748114.bam	0.0217761229574793	37764	163	4	0.9998940790170532	0.9956837199449212	0.0149783558712029	gut	M4	T18	SRR6747963	SRR6748114
P_vulgatus.fna	SRR6747963.bam	SRR6748114.bam	0.3320039479190962	1419203	27981	3013	0.99787697743029	0.9802840044729332	0.2748694653633636	gut	M4	T18	SRR6747963	SRR6748114
B_fragilis.fna	SRR6747963.bam	SRR6748153.bam	0.0253464346450034	2375	23	11	0.9953684210526316	0.9903157894736844	0.0004530972776007	gut	M4	T18	SRR6747963	SRR6748153
F_prausnitzii.fna	SRR6747963.bam	SRR6748153.bam	0.1193992104201808	135837	2008	567	0.9958258795468098	0.985217576948843	0.0438800598130986	gut	M4	T18	SRR6747963	SRR6748153
G_vaginalis.fna	SRR6747963.bam	SRR6748153.bam		0	0	0			0.0	gut	M4	T18	SRR6747963	SRR6748153
L_crispatus.fna	SRR6747963.bam	SRR6748153.bam	0.1632808532249873	643	7	0	1.0	0.989113530326594	0.0003178352012124	gut	M4	T18	SRR6747963	SRR6748153
L_jensenii.fna	SRR6747963.bam	SRR6748153.bam		0	0	0			0.0	gut	M4	T18	SRR6747963	SRR6748153
P_bivia.fna	SRR6747963.bam	SRR6748153.bam	0.0307929681593015	37061	126	1	0.9999730174577048	0.996600199670813	0.0146995245986297	gut	M4	T18	SRR6747963	SRR6748153
P_vulgatus.fna	SRR6747963.bam	SRR6748153.bam	0.0297347116619731	126113	2331	281	0.9977718395407292	0.9815165764037016	0.0244254084055416	gut	M4	T18	SRR6747963	SRR6748153
B_fragilis.fna	SRR6747963.bam	SRR6747995.bam	0.4858806226326341	20079	78	46	0.997709049255441	0.9961153443896608	0.0038306274681878	gut	M4	T7	SRR6747963	SRR6747995
F_prausnitzii.fna	SRR6747963.bam	SRR6747995.bam	0.2336700123518674	90594	1213	89	0.9990175949842152	0.9866105923129568	0.0289830220544692	gut	M4	T7	SRR6747963	SRR6747995
G_vaginalis.fna	SRR6747963.bam	SRR6747995.bam		0	0	0			0.0	gut	M4	T7	SRR6747963	SRR6747995
L_crispatus.fna	SRR6747963.bam	SRR6747995.bam	0.2217595002602811	1278	5	0	1.0	0.9960876369327074	0.0006317159986772	gut	M4	T7	SRR6747963	SRR6747995
L_jensenii.fna	SRR6747963.bam	SRR6747995.bam		0	0	0			0.0	gut	M4	T7	SRR6747963	SRR6747995
P_bivia.fna	SRR6747963.bam	SRR6747995.bam	0.0212579637023885	37044	168	10	0.999730050750459	0.9954648526077098	0.0146927818793783	gut	M4	T7	SRR6747963	SRR6747995
P_vulgatus.fna	SRR6747963.bam	SRR6747995.bam	0.6202643555085803	2694803	12791	8399	0.9968832601121492	0.9952534563751042	0.5219260809550067	gut	M4	T7	SRR6747963	SRR6747995
B_fragilis.fna	SRR6747963.bam	SRR6748035.bam	0.508090009587769	35671	269	67	0.998121723528917	0.9924588601384878	0.006805234942862	gut	M4	T7	SRR6747963	SRR6748035
F_prausnitzii.fna	SRR6747963.bam	SRR6748035.bam	0.2358523361329286	141994	2014	186	0.9986900854965702	0.9858163020972716	0.0454270176126709	gut	M4	T7	SRR6747963	SRR6748035
G_vaginalis.fna	SRR6747963.bam	SRR6748035.bam		0	0	0			0.0	gut	M4	T7	SRR6747963	SRR6748035
L_crispatus.fna	SRR6747963.bam	SRR6748035.bam	0.4256296800544588	2501	23	4	0.9984006397441024	0.9908036785285884	0.0012362454715898	gut	M4	T7	SRR6747963	SRR6748035
L_jensenii.fna	SRR6747963.bam	SRR6748035.bam		0	0	0			0.0	gut	M4	T7	SRR6747963	SRR6748035
P_bivia.fna	SRR6747963.bam	SRR6748035.bam	0.0214796082209377	37457	176	13	0.9996529353658862	0.9953012787996904	0.0148565902941332	gut	M4	T7	SRR6747963	SRR6748035
P_vulgatus.fna	SRR6747963.bam	SRR6748035.bam	0.7718333814667645	3380773	16329	10658	0.996847466540936	0.9951700395146316	0.6547838942173142	gut	M4	T7	SRR6747963	SRR6748035
B_fragilis.fna	SRR6748006.bam	SRR6748048.bam	0.8819409072688716	31583	160	76	0.9975936421492576	0.994933983472121	0.0060253352919854	gut	M4	P2	SRR6748006	SRR6748048
F_prausnitzii.fna	SRR6748006.bam	SRR6748048.bam	0.4578674791115408	95582	997	57	0.9994036534075452	0.989569165742504	0.030562933929103	gut	M4	P2	SRR6748006	SRR6748048
G_vaginalis.fna	SRR6748006.bam	SRR6748048.bam		0	0	0			0.0	gut	M4	P2	SRR6748006	SRR6748048
L_crispatus.fna	SRR6748006.bam	SRR6748048.bam	0.4398275862068965	2551	7	0	1.0	0.9972559780478244	0.0012609604950122	gut	M4	P2	SRR6748006	SRR6748048
L_iners.fna	SRR6748006.bam	SRR6748048.bam		0	0	0			0.0	gut	M4	P2	SRR6748006	SRR6748048
L_jensenii.fna	SRR6748006.bam	SRR6748048.bam	0.3666666666666666	275	3	0	1.0	0.9890909090909092	0.0001643803845783	gut	M4	P2	SRR6748006	SRR6748048
P_bivia.fna	SRR6748006.bam	SRR6748048.bam	0.3478076682634501	30097	129	56	0.9981393494368208	0.9957138585241054	0.0119373894888146	gut	M4	P2	SRR6748006	SRR6748048
P_vulgatus.fna	SRR6748006.bam	SRR6748048.bam	0.8886706535483895	4071170	15436	6711	0.998351579521366	0.9962084609583975	0.7884991233131307	gut	M4	P2	SRR6748006	SRR6748048
B_fragilis.fna	SRR6748006.bam	SRR6748052.bam	0.8808469093536645	30646	215	90	0.9970632382692683	0.9929844025321412	0.0058465764923593	gut	M4	P2	SRR6748006	SRR6748052
F_prausnitzii.fna	SRR6748006.bam	SRR6748052.bam	0.3981992123457801	234417	2759	294	0.9987458247482052	0.9882303757833264	0.0749562813381028	gut	M4	P2	SRR6748006	SRR6748052
G_vaginalis.fna	SRR6748006.bam	SRR6748052.bam		0	0	0			0.0	gut	M4	P2	SRR6748006	SRR6748052
L_crispatus.fna	SRR6748006.bam	SRR6748052.bam	0.5576870375445327	2035	9	2	0.999017199017199	0.9955773955773956	0.0010059014532928	gut	M4	P2	SRR6748006	SRR6748052
L_iners.fna	SRR6748006.bam	SRR6748052.bam		0	0	0			0.0	gut	M4	P2	SRR6748006	SRR6748052
L_jensenii.fna	SRR6748006.bam	SRR6748052.bam		0	0	0			0.0	gut	M4	P2	SRR6748006	SRR6748052
P_bivia.fna	SRR6748006.bam	SRR6748052.bam	0.3445052435281965	30191	138	68	0.9977476731476268	0.9954291013878308	0.0119746727599695	gut	M4	P2	SRR6748006	SRR6748052
P_vulgatus.fna	SRR6748006.bam	SRR6748052.bam	0.8896712320131129	4064310	15764	6634	0.9983677426180582	0.9961213588530402	0.7871704870768821	gut	M4	P2	SRR6748006	SRR6748052
B_fragilis.fna	SRR6748006.bam	SRR6748114.bam	0.2722472457550281	19012	212	41	0.9978434672838208	0.9888491479065852	0.0036270675544193	gut	M4	T18	SRR6748006	SRR6748114
F_prausnitzii.fna	SRR6748006.bam	SRR6748114.bam	0.5414318853980237	211692	2652	325	0.9984647506755095	0.9874723655121592	0.068348042547215	gut	M4	T18	SRR6748006	SRR6748114
G_vaginalis.fna	SRR6748006.bam	SRR6748114.bam		0	0	0			0.0	gut	M4	T18	SRR6748006	SRR6748114
L_crispatus.fna	SRR6748006.bam	SRR6748114.bam	0.5368253124169104	2019	18	2	0.9990094105993066	0.9910846953937592	0.0009979926457976	gut	M4	T18	SRR6748006	SRR6748114
L_iners.fna	SRR6748006.bam	SRR6748114.bam	0.1898998330550918	455	2	1	0.9978021978021978	0.9956043956043956	0.0003450367786456	gut	M4	T18	SRR6748006	SRR6748114
L_jensenii.fna	SRR6748006.bam	SRR6748114.bam	0.4198473282442748	275	6	1	0.9963636363636365	0.9781818181818182	0.0001643803845783	gut	M4	T18	SRR6748006	SRR6748114
P_bivia.fna	SRR6748006.bam	SRR6748114.bam	0.0398566346659411	75120	855	216	0.9971246006389776	0.9886182108626198	0.0297948864803719	gut	M4	T18	SRR6748006	SRR6748114
P_vulgatus.fna	SRR6748006.bam	SRR6748114.bam	0.3265948355272932	1373862	28088	13977	0.9898264891233616	0.9795554429775334	0.2660878770852665	gut	M4	T18	SRR6748006	SRR6748114
B_fragilis.fna	SRR6748006.bam	SRR6748153.bam	0.0204726397063373	1670	13	1	0.9994011976047904	0.9922155688622756	0.0003185989278287	gut	M4	T18	SRR6748006	SRR6748153
F_prausnitzii.fna	SRR6748006.bam	SRR6748153.bam	0.3784192973814986	108395	1371	245	0.9977397481433644	0.9873518151206236	0.0350153425314223	gut	M4	T18	SRR6748006	SRR6748153
G_vaginalis.fna	SRR6748006.bam	SRR6748153.bam		0	0	0			0.0	gut	M4	T18	SRR6748006	SRR6748153
L_crispatus.fna	SRR6748006.bam	SRR6748153.bam	0.2151761517615176	794	17	2	0.9974811083123426	0.9785894206549118	0.0003924745719481	gut	M4	T18	SRR6748006	SRR6748153
L_iners.fna	SRR6748006.bam	SRR6748153.bam	0.0951285803888772	455	2	1	0.9978021978021978	0.9956043956043956	0.0003450367786456	gut	M4	T18	SRR6748006	SRR6748153
L_jensenii.fna	SRR6748006.bam	SRR6748153.bam	0.5114068441064639	269	7	2	0.9925650557620818	0.9739776951672864	0.0001607939034602	gut	M4	T18	SRR6748006	SRR6748153
P_bivia.fna	SRR6748006.bam	SRR6748153.bam	0.0544923504492268	71907	839	232	0.9967736103578232	0.9883321512509212	0.0285205125418544	gut	M4	T18	SRR6748006	SRR6748153
P_vulgatus.fna	SRR6748006.bam	SRR6748153.bam	0.0301523332860313	124514	2317	992	0.9920330243988628	0.9813916507380696	0.0241157160816696	gut	M4	T18	SRR6748006	SRR6748153
B_fragilis.fna	SRR6748006.bam	SRR6747995.bam	0.48031814988965	20037	75	44	0.997804062484404	0.9962569246893248	0.0038226148005418	gut	M4	T7	SRR6748006	SRR6747995
F_prausnitzii.fna	SRR6748006.bam	SRR6747995.bam	0.4288626223045765	89619	990	57	0.9993639741572656	0.9889532353630368	0.0286710980142115	gut	M4	T7	SRR6748006	SRR6747995
G_vaginalis.fna	SRR6748006.bam	SRR6747995.bam		0	0	0			0.0	gut	M4	T7	SRR6748006	SRR6747995
L_crispatus.fna	SRR6748006.bam	SRR6747995.bam	0.2382310984308131	1336	3	1	0.999251497005988	0.997754491017964	0.0006603854258472	gut	M4	T7	SRR6748006	SRR6747995
L_iners.fna	SRR6748006.bam	SRR6747995.bam	0.0970356152697803	455	16	10	0.978021978021978	0.9648351648351648	0.0003450367786456	gut	M4	T7	SRR6748006	SRR6747995
L_jensenii.fna	SRR6748006.bam	SRR6747995.bam	0.5392561983471075	261	6	1	0.9961685823754788	0.9770114942528736	0.0001560119286361	gut	M4	T7	SRR6748006	SRR6747995
P_bivia.fna	SRR6748006.bam	SRR6747995.bam	0.0422079125969492	78424	1027	388	0.9950525349382842	0.9869045190247884	0.0311053537984117	gut	M4	T7	SRR6748006	SRR6747995
P_vulgatus.fna	SRR6748006.bam	SRR6747995.bam	0.62272848999131	2657893	12262	9867	0.9962876609404516	0.99538657124271	0.5147773982319841	gut	M4	T7	SRR6748006	SRR6747995
B_fragilis.fna	SRR6748006.bam	SRR6748035.bam	0.5164416546405209	34651	254	73	0.9978932786932556	0.9926697642203688	0.006610641585745	gut	M4	T7	SRR6748006	SRR6748035
F_prausnitzii.fna	SRR6748006.bam	SRR6748035.bam	0.5332943448017659	134161	1487	85	0.999366432867972	0.9889163020549936	0.0429210678615543	gut	M4	T7	SRR6748006	SRR6748035
G_vaginalis.fna	SRR6748006.bam	SRR6748035.bam		0	0	0			0.0	gut	M4	T7	SRR6748006	SRR6748035
L_crispatus.fna	SRR6748006.bam	SRR6748035.bam	0.457233368532207	2598	26	11	0.99576597382602	0.9899923017705928	0.0012841926170293	gut	M4	T7	SRR6748006	SRR6748035
L_iners.fna	SRR6748006.bam	SRR6748035.bam	0.1268115942028985	455	15	8	0.9824175824175824	0.967032967032967	0.0003450367786456	gut	M4	T7	SRR6748006	SRR6748035
L_jensenii.fna	SRR6748006.bam	SRR6748035.bam	0.2225859247135843	136	2	0	1.0	0.9852941176470588	8.129357200966676e-05	gut	M4	T7	SRR6748006	SRR6748035
P_bivia.fna	SRR6748006.bam	SRR6748035.bam	0.0423654189020982	78798	1017	379	0.9951902332546512	0.9870935810553568	0.0312536936219428	gut	M4	T7	SRR6748006	SRR6748035
P_vulgatus.fna	SRR6748006.bam	SRR6748035.bam	0.7744850106119869	3337836	15703	12535	0.99624457283102	0.9952954548995218	0.6464679096581589	gut	M4	T7	SRR6748006	SRR6748035
B_fragilis.fna	SRR6748048.bam	SRR6748114.bam	0.351058299028495	16855	194	125	0.9925838030258084	0.9884900622960546	0.0032155598374573	gut	P2	T18	SRR6748048	SRR6748114
F_prausnitzii.fna	SRR6748048.bam	SRR6748114.bam	0.4096405701653761	96678	1144	104	0.9989242640518008	0.988166904569809	0.0312139904076661	gut	P2	T18	SRR6748048	SRR6748114
G_vaginalis.fna	SRR6748048.bam	SRR6748114.bam	0.1741424802110818	858	22	0	1.0	0.9743589743589745	0.0005145717359779	gut	P2	T18	SRR6748048	SRR6748114
L_crispatus.fna	SRR6748048.bam	SRR6748114.bam	0.3913646266587443	1976	20	0	1.0	0.9898785425101214	0.0009767377256543	gut	P2	T18	SRR6748048	SRR6748114
L_iners.fna	SRR6748048.bam	SRR6748114.bam		0	0	0			0.0	gut	P2	T18	SRR6748048	SRR6748114
L_jensenii.fna	SRR6748048.bam	SRR6748114.bam	0.7628607277289837	608	14	0	1.0	0.9769736842105264	0.0003634300866314	gut	P2	T18	SRR6748048	SRR6748114
P_bivia.fna	SRR6748048.bam	SRR6748114.bam	0.021244276629379	39581	506	371	0.990626815896516	0.9872160885273236	0.015699033570016	gut	P2	T18	SRR6748048	SRR6748114
P_vulgatus.fna	SRR6748048.bam	SRR6748114.bam	0.3059774808377721	1402766	28418	25041	0.9821488402199654	0.9797414536708188	0.2716859677226613	gut	P2	T18	SRR6748048	SRR6748114
B_fragilis.fna	SRR6748048.bam	SRR6748153.bam	0.2414596823644314	3322	75	66	0.9801324503311258	0.9774232390126428	0.0006337638552378	gut	P2	T18	SRR6748048	SRR6748153
F_prausnitzii.fna	SRR6748048.bam	SRR6748153.bam	0.3364991877394412	54652	677	172	0.9968528141696552	0.9876125301910268	0.0176544905210323	gut	P2	T18	SRR6748048	SRR6748153
G_vaginalis.fna	SRR6748048.bam	SRR6748153.bam		0	0	0			0.0	gut	P2	T18	SRR6748048	SRR6748153
L_crispatus.fna	SRR6748048.bam	SRR6748153.bam	0.1653783563873067	813	16	1	0.998769987699877	0.980319803198032	0.0004018662808486	gut	P2	T18	SRR6748048	SRR6748153
L_iners.fna	SRR6748048.bam	SRR6748153.bam		0	0	0			0.0	gut	P2	T18	SRR6748048	SRR6748153
L_jensenii.fna	SRR6748048.bam	SRR6748153.bam	0.6558018252933507	503	19	3	0.9940357852882704	0.9622266401590456	0.0003006666670651	gut	P2	T18	SRR6748048	SRR6748153
P_bivia.fna	SRR6748048.bam	SRR6748153.bam	0.0287786363659783	37258	443	248	0.993343711417682	0.9881099361211017	0.0147776608158372	gut	P2	T18	SRR6748048	SRR6748153
P_vulgatus.fna	SRR6748048.bam	SRR6748153.bam	0.0276607533791553	125452	2173	1847	0.9852772375091668	0.9826786340592418	0.0242973867507077	gut	P2	T18	SRR6748048	SRR6748153
B_fragilis.fna	SRR6748048.bam	SRR6747995.bam	0.5235453078700545	18325	69	22	0.998799454297408	0.9962346521145976	0.003496003205067	gut	P2	T7	SRR6748048	SRR6747995
F_prausnitzii.fna	SRR6748048.bam	SRR6747995.bam	0.4507259294617616	58912	809	82	0.998608093427485	0.9862676534492124	0.0188472503176026	gut	P2	T7	SRR6748048	SRR6747995
G_vaginalis.fna	SRR6748048.bam	SRR6747995.bam		0	0	0			0.0	gut	P2	T7	SRR6748048	SRR6747995
L_crispatus.fna	SRR6748048.bam	SRR6747995.bam	0.4261581330546847	2447	7	3	0.9987740089906008	0.9971393543114018	0.0012095532462936	gut	P2	T7	SRR6748048	SRR6747995
L_iners.fna	SRR6748048.bam	SRR6747995.bam		0	0	0			0.0	gut	P2	T7	SRR6748048	SRR6747995
L_jensenii.fna	SRR6748048.bam	SRR6747995.bam	0.6245006657789614	469	9	2	0.9957356076759062	0.9808102345415778	0.0002803432740627	gut	P2	T7	SRR6748048	SRR6747995
P_bivia.fna	SRR6748048.bam	SRR6747995.bam	0.0204354950671133	38134	393	275	0.9927885876121046	0.9896942361147532	0.0151251091725572	gut	P2	T7	SRR6748048	SRR6747995
P_vulgatus.fna	SRR6748048.bam	SRR6747995.bam	0.6013728886699232	2753749	11830	6267	0.9977241934540876	0.9957040383854884	0.5333426686491624	gut	P2	T7	SRR6748048	SRR6747995
B_fragilis.fna	SRR6748048.bam	SRR6748035.bam	0.6466601251215193	24401	97	37	0.9984836687021024	0.99602475308389	0.0046551691245206	gut	P2	T7	SRR6748048	SRR6748035
F_prausnitzii.fna	SRR6748048.bam	SRR6748035.bam	0.4793324843892633	77694	1011	69	0.9991119005328596	0.9869874121553788	0.0248560270602902	gut	P2	T7	SRR6748048	SRR6748035
G_vaginalis.fna	SRR6748048.bam	SRR6748035.bam		0	0	0			0.0	gut	P2	T7	SRR6748048	SRR6748035
L_crispatus.fna	SRR6748048.bam	SRR6748035.bam	0.5845949093328897	3514	20	3	0.9991462720546386	0.9943084803642572	0.0017369718461282	gut	P2	T7	SRR6748048	SRR6748035
L_iners.fna	SRR6748048.bam	SRR6748035.bam		0	0	0			0.0	gut	P2	T7	SRR6748048	SRR6748035
L_jensenii.fna	SRR6748048.bam	SRR6748035.bam	0.3125671321160043	291	7	0	1.0	0.9759450171821306	0.0001739443342265	gut	P2	T7	SRR6748048	SRR6748035
P_bivia.fna	SRR6748048.bam	SRR6748035.bam	0.0203635838750534	38040	390	293	0.992297581493165	0.9897476340694006	0.0150878259014024	gut	P2	T7	SRR6748048	SRR6748035
P_vulgatus.fna	SRR6748048.bam	SRR6748035.bam	0.7496010701269408	3450838	15032	7910	0.9977078031481048	0.9956439566273468	0.668353995950952	gut	P2	T7	SRR6748048	SRR6748035
B_fragilis.fna	SRR6748052.bam	SRR6748114.bam	0.3635031050404659	16527	206	124	0.9924971259151693	0.9875355478913294	0.0031529847186981	gut	P2	T18	SRR6748052	SRR6748114
F_prausnitzii.fna	SRR6748052.bam	SRR6748114.bam	0.3909720375133271	261707	4102	824	0.9968514407333392	0.9843259828739774	0.0844961603220906	gut	P2	T18	SRR6748052	SRR6748114
G_vaginalis.fna	SRR6748052.bam	SRR6748114.bam	0.0479166666666666	115	0	0	1.0	1.0	6.896940517186575e-05	gut	P2	T18	SRR6748052	SRR6748114
L_crispatus.fna	SRR6748052.bam	SRR6748114.bam	0.3870146403564608	1216	9	1	0.9991776315789472	0.9925986842105264	0.0006010693696334	gut	P2	T18	SRR6748052	SRR6748114
L_iners.fna	SRR6748052.bam	SRR6748114.bam		0	0	0			0.0	gut	P2	T18	SRR6748052	SRR6748114
L_jensenii.fna	SRR6748052.bam	SRR6748114.bam		0	0	0			0.0	gut	P2	T18	SRR6748052	SRR6748114
P_bivia.fna	SRR6748052.bam	SRR6748114.bam	0.0222535436918895	41525	614	472	0.9886333534015652	0.9852137266706804	0.0164700833479425	gut	P2	T18	SRR6748052	SRR6748114
P_vulgatus.fna	SRR6748052.bam	SRR6748114.bam	0.3070455290137074	1401879	28352	24990	0.9821739251390456	0.9797757153078118	0.2715141746699568	gut	P2	T18	SRR6748052	SRR6748114
B_fragilis.fna	SRR6748052.bam	SRR6748153.bam	0.2817873896814258	3253	74	68	0.9790962188748848	0.9772517675991392	0.0006206001869622	gut	P2	T18	SRR6748052	SRR6748153
F_prausnitzii.fna	SRR6748052.bam	SRR6748153.bam	0.2128461935917105	122914	1765	393	0.9968026424980068	0.9856403664350684	0.0397054828350685	gut	P2	T18	SRR6748052	SRR6748153
G_vaginalis.fna	SRR6748052.bam	SRR6748153.bam		0	0	0			0.0	gut	P2	T18	SRR6748052	SRR6748153
L_crispatus.fna	SRR6748052.bam	SRR6748153.bam	0.1054151624548736	292	4	0	1.0	0.9863013698630136	0.0001443357367869	gut	P2	T18	SRR6748052	SRR6748153
L_iners.fna	SRR6748052.bam	SRR6748153.bam		0	0	0			0.0	gut	P2	T18	SRR6748052	SRR6748153
L_jensenii.fna	SRR6748052.bam	SRR6748153.bam		0	0	0			0.0	gut	P2	T18	SRR6748052	SRR6748153
P_bivia.fna	SRR6748052.bam	SRR6748153.bam	0.0297015442287825	38493	509	309	0.9919725664406516	0.9867768165640506	0.0152674995379254	gut	P2	T18	SRR6748052	SRR6748153
P_vulgatus.fna	SRR6748052.bam	SRR6748153.bam	0.0277572140079096	125345	2168	1836	0.9853524273006502	0.9827037376839922	0.0242766631242823	gut	P2	T18	SRR6748052	SRR6748153
B_fragilis.fna	SRR6748052.bam	SRR6747995.bam	0.5398065393036799	18377	96	30	0.9983675246231702	0.9947760787941448	0.003505923650724	gut	P2	T7	SRR6748052	SRR6747995
F_prausnitzii.fna	SRR6748052.bam	SRR6747995.bam	0.3056022281302502	90289	1104	65	0.999280089490414	0.9877725968833412	0.0288854458162348	gut	P2	T7	SRR6748052	SRR6747995
G_vaginalis.fna	SRR6748052.bam	SRR6747995.bam		0	0	0			0.0	gut	P2	T7	SRR6748052	SRR6747995
L_crispatus.fna	SRR6748052.bam	SRR6747995.bam	0.3138234594337378	1319	4	2	0.9984836997725548	0.99696739954511	0.0006519823178836	gut	P2	T7	SRR6748052	SRR6747995
L_iners.fna	SRR6748052.bam	SRR6747995.bam		0	0	0			0.0	gut	P2	T7	SRR6748052	SRR6747995
L_jensenii.fna	SRR6748052.bam	SRR6747995.bam		0	0	0			0.0	gut	P2	T7	SRR6748052	SRR6747995
P_bivia.fna	SRR6748052.bam	SRR6747995.bam	0.0212686195425283	39701	479	351	0.9911589128737311	0.9879348127251204	0.0157466292353201	gut	P2	T7	SRR6748052	SRR6747995
P_vulgatus.fna	SRR6748052.bam	SRR6747995.bam	0.6035346863186256	2752499	11766	6237	0.997734059122274	0.9957253390464448	0.5331005702096127	gut	P2	T7	SRR6748052	SRR6747995
B_fragilis.fna	SRR6748052.bam	SRR6748035.bam	0.6652818931640901	24472	142	51	0.9979159856162144	0.9941974501471068	0.0046687143483984	gut	P2	T7	SRR6748052	SRR6748035
F_prausnitzii.fna	SRR6748052.bam	SRR6748035.bam	0.3558299998463936	140318	1751	128	0.999087786313944	0.9875212018415314	0.0448908281855202	gut	P2	T7	SRR6748052	SRR6748035
G_vaginalis.fna	SRR6748052.bam	SRR6748035.bam		0	0	0			0.0	gut	P2	T7	SRR6748052	SRR6748035
L_crispatus.fna	SRR6748052.bam	SRR6748035.bam	0.4001633319722336	1960	16	6	0.996938775510204	0.9918367346938776	0.0009688289181591	gut	P2	T7	SRR6748052	SRR6748035
L_iners.fna	SRR6748052.bam	SRR6748035.bam		0	0	0			0.0	gut	P2	T7	SRR6748052	SRR6748035
L_jensenii.fna	SRR6748052.bam	SRR6748035.bam		0	0	0			0.0	gut	P2	T7	SRR6748052	SRR6748035
P_bivia.fna	SRR6748052.bam	SRR6748035.bam	0.0211934589991376	39597	475	369	0.99068111220547	0.9880041417279086	0.0157053796587232	gut	P2	T7	SRR6748052	SRR6748035
P_vulgatus.fna	SRR6748052.bam	SRR6748035.bam	0.7521406513424417	3449044	15024	7874	0.997717048550265	0.9956440103402566	0.6680065362705103	gut	P2	T7	SRR6748052	SRR6748035
B_fragilis.fna	SRR6748114.bam	SRR6747995.bam	0.4093541145552998	10439	59	25	0.997605134591436	0.9943481176357888	0.0019915294656313	gut	T18	T7	SRR6748114	SRR6747995
F_prausnitzii.fna	SRR6748114.bam	SRR6747995.bam	0.3815103490801008	87809	1152	103	0.9988269995103009	0.9868806158821988	0.0283653509141719	gut	T18	T7	SRR6748114	SRR6747995
G_vaginalis.fna	SRR6748114.bam	SRR6747995.bam		0	0	0			0.0	gut	T18	T7	SRR6748114	SRR6747995
L_crispatus.fna	SRR6748114.bam	SRR6747995.bam	0.2363556338028169	1074	10	3	0.9972067039106144	0.9906890130353816	0.0005308787031137	gut	T18	T7	SRR6748114	SRR6747995
