genome	s1	s2	subject1	subject2	site1	site2	pair_class	popANI	breadth	shared_strain	bray_curtis
Fannyhessea_vaginae.fna	24C	28C	24	28	cervix	cervix	other	0.9820896457671308	0.8308423731542153	False	0.6581402588604666
Fannyhessea_vaginae.fna	24C	28V	24	28	cervix	vagina	between_cervix_vagina	0.9823317936600634	0.7894591178596262	False	0.5610901279581041
Fannyhessea_vaginae.fna	24C	29C	24	29	cervix	cervix	other	0.9802145072085698	0.7849240792056147	False	0.8417373438329488
Fannyhessea_vaginae.fna	24C	29V	24	29	cervix	vagina	between_cervix_vagina	0.9808010761180264	0.6722441248300217	False	0.8770879094606032
Fannyhessea_vaginae.fna	24C	30C	24	30	cervix	cervix	other	0.9815100670017312	0.8183593709860284	False	0.5351517633116994
Fannyhessea_vaginae.fna	24C	31C	24	31	cervix	cervix	other	0.97929324643267	0.6327543509311557	False	0.35058025141232996
Fannyhessea_vaginae.fna	24C	37C	24	37	cervix	cervix	other	0.9854703770730115	0.8312766955872429	False	0.5211483683129274
Fannyhessea_vaginae.fna	24C	38C	24	38	cervix	cervix	other	0.987758306421255	0.8298380881592333	False	0.5339689475659205
Fannyhessea_vaginae.fna	24C	38V	24	38	cervix	vagina	between_cervix_vagina	0.9882874694999432	0.8080219490390445	False	0.5022338470932152
Fannyhessea_vaginae.fna	24C	39C	24	39	cervix	cervix	other	0.9816133342972884	0.587484800427472	False	0.4260444262503482
Fannyhessea_vaginae.fna	24C	39V	24	39	cervix	vagina	between_cervix_vagina	0.9828907011714142	0.4819978831919274	False	0.6107389337728372
Fannyhessea_vaginae.fna	24C	3C	24	3	cervix	cervix	other	0.9787449452738256	0.8085871162429055	False	0.5913953949181545
Fannyhessea_vaginae.fna	24C	3V	24	3	cervix	vagina	between_cervix_vagina	0.9784601260150184	0.8163096979266927	False	0.6925555443508685
Fannyhessea_vaginae.fna	24C	42C	24	42	cervix	cervix	other	0.991103272425114	0.8409208457641575	False	0.878975375077412
Fannyhessea_vaginae.fna	24C	42V	24	42	cervix	vagina	between_cervix_vagina	0.9909316790360037	0.8436679009004997	False	0.9187080959218195
Fannyhessea_vaginae.fna	24C	5V	24	5	cervix	vagina	between_cervix_vagina	0.9886656898868206	0.5858495833176343	False	0.5945650247991747
Fannyhessea_vaginae.fna	27C	28C	27	28	cervix	cervix	other	0.9731261835292648	0.7893666359535398	False	0.8681524172351892
Fannyhessea_vaginae.fna	27C	28V	27	28	cervix	vagina	between_cervix_vagina	0.973483182743441	0.7555326444002206	False	0.8077983618952919
Fannyhessea_vaginae.fna	27C	29C	27	29	cervix	cervix	other	0.9696717260725952	0.7540960921256795	False	0.42139037158247805
Fannyhessea_vaginae.fna	27C	29V	27	29	cervix	vagina	between_cervix_vagina	0.9704467651317206	0.6491626962243405	False	0.5894256056741431
Fannyhessea_vaginae.fna	27C	30C	27	30	cervix	cervix	other	0.981478111310758	0.8017831881595758	False	0.7369749522028028
Fannyhessea_vaginae.fna	27C	31C	27	31	cervix	cervix	other	0.9665383297844372	0.6019386947720321	False	0.6350477901190212
Fannyhessea_vaginae.fna	27C	37C	27	37	cervix	cervix	other	0.9700009561176162	0.8024716645715518	False	0.6188555568343147
Fannyhessea_vaginae.fna	27C	38C	27	38	cervix	cervix	other	0.9668088004809614	0.7885130622129207	False	0.7067358730541476
Fannyhessea_vaginae.fna	27C	38V	27	38	cervix	vagina	between_cervix_vagina	0.96794360225876	0.7691343351064741	False	0.5856762497597471
Fannyhessea_vaginae.fna	27C	39C	27	39	cervix	cervix	other	0.9662621445603048	0.5582283206998483	False	0.6266318173436363
Fannyhessea_vaginae.fna	27C	39V	27	39	cervix	vagina	between_cervix_vagina	0.9682692680136226	0.4598351081867038	False	0.6512973876840975
Fannyhessea_vaginae.fna	27C	3C	27	3	cervix	cervix	other	0.9713141838479796	0.7847117133471943	False	0.44857251451364627
Fannyhessea_vaginae.fna	27C	3V	27	3	cervix	vagina	between_cervix_vagina	0.9709683466198732	0.7893803369766638	False	0.403082699683804
Fannyhessea_vaginae.fna	27C	42C	27	42	cervix	cervix	other	0.972480506597174	0.7996725455473388	False	0.8442837323659109
Fannyhessea_vaginae.fna	27C	42V	27	42	cervix	vagina	between_cervix_vagina	0.9721667926107134	0.8023010868336593	False	0.8846178450695047
Fannyhessea_vaginae.fna	27C	5V	27	5	cervix	vagina	between_cervix_vagina	0.9693631891367416	0.5634148430034013	False	0.7501187054529193
Fannyhessea_vaginae.fna	28C	28V	28	28	cervix	vagina	within_cervix_vagina	0.9999901283154464	0.8327468153684376	True	0.8011329277728844
Fannyhessea_vaginae.fna	28C	29C	28	29	cervix	cervix	other	0.9999718987827214	0.8288516144943123	True	0.9133969254063476
Fannyhessea_vaginae.fna	28C	29V	28	29	cervix	vagina	between_cervix_vagina	0.9999651834493724	0.7083367300453162	True	0.9218876863139449
Fannyhessea_vaginae.fna	28C	30C	28	30	cervix	cervix	other	0.9732779471133528	0.8380977499494775	False	0.7668350916141243
Fannyhessea_vaginae.fna	28C	31C	28	31	cervix	cervix	other	0.969140768141616	0.6318788555535385	False	0.7705489500629171
Fannyhessea_vaginae.fna	28C	37C	28	37	cervix	cervix	other	0.973400379601782	0.8471061726534429	False	0.6068528912166299
Fannyhessea_vaginae.fna	28C	38C	28	38	cervix	cervix	other	0.9719007887583612	0.8412469301145064	False	0.7339703133724019
Fannyhessea_vaginae.fna	28C	38V	28	38	cervix	vagina	between_cervix_vagina	0.9728004710804736	0.8166857910114438	False	0.8099272663816344
Fannyhessea_vaginae.fna	28C	39C	28	39	cervix	cervix	other	0.9709984164971158	0.5922534415257459	False	0.7300388269744399
Fannyhessea_vaginae.fna	28C	39V	28	39	cervix	vagina	between_cervix_vagina	0.9725430178108831	0.4878968586979232	False	0.786751603079693
Fannyhessea_vaginae.fna	28C	3C	28	3	cervix	cervix	other	0.9720532473841368	0.8263730994111985	False	0.7764173353016681
Fannyhessea_vaginae.fna	28C	3V	28	3	cervix	vagina	between_cervix_vagina	0.9717220167758124	0.8343539453808713	False	0.6434041857732677
Fannyhessea_vaginae.fna	28C	42C	28	42	cervix	cervix	other	0.9789410828660218	0.8592856971594354	False	0.9215295322162304
Fannyhessea_vaginae.fna	28C	42V	28	42	cervix	vagina	between_cervix_vagina	0.9787841648719078	0.863585763266872	False	0.9269465846843855
Fannyhessea_vaginae.fna	28C	5V	28	5	cervix	vagina	between_cervix_vagina	0.9750667291032544	0.5851706976218449	False	0.8792073434184996
Fannyhessea_vaginae.fna	28V	29C	28	29	vagina	cervix	between_cervix_vagina	0.999841446550106	0.8079582392815183	True	0.8713191744823714
Fannyhessea_vaginae.fna	28V	29V	28	29	vagina	vagina	other	0.9998830196654755	0.6968785644067971	True	0.8924898452159367
Fannyhessea_vaginae.fna	28V	30C	28	30	vagina	cervix	between_cervix_vagina	0.9735167766148596	0.7949299363930001	False	0.753900608405786
Fannyhessea_vaginae.fna	28V	31C	28	31	vagina	cervix	between_cervix_vagina	0.9694376362730354	0.6076444858519809	False	0.716913620607852
Fannyhessea_vaginae.fna	28V	37C	28	37	vagina	cervix	between_cervix_vagina	0.9733929619320212	0.8008343923082456	False	0.8076690881958865
Fannyhessea_vaginae.fna	28V	38C	28	38	vagina	cervix	between_cervix_vagina	0.9718685561808704	0.7976674008131557	False	0.8061849053292464
Fannyhessea_vaginae.fna	28V	38V	28	38	vagina	vagina	other	0.9729163414125006	0.7810501149173315	False	0.7974894778879845
Fannyhessea_vaginae.fna	28V	39C	28	39	vagina	cervix	between_cervix_vagina	0.9710625098499936	0.5737741865873834	False	0.7433808619602608
Fannyhessea_vaginae.fna	28V	39V	28	39	vagina	vagina	other	0.9725460029379296	0.4728784822006583	False	0.6646921458966086
Fannyhessea_vaginae.fna	28V	3C	28	3	vagina	cervix	between_cervix_vagina	0.9727397078709892	0.7907908573072694	False	0.7091853525075628
Fannyhessea_vaginae.fna	28V	3V	28	3	vagina	vagina	other	0.9724083719202165	0.7965391215589024	False	0.7316226980147815
Fannyhessea_vaginae.fna	28V	42C	28	42	vagina	cervix	between_cervix_vagina	0.9789199377616982	0.8123096842256695	False	0.9227771206207461
Fannyhessea_vaginae.fna	28V	42V	28	42	vagina	vagina	other	0.978702616074484	0.8147320251139754	False	0.9461835120358644
Fannyhessea_vaginae.fna	28V	5V	28	5	vagina	vagina	other	0.9748712734195838	0.5699598217496892	False	0.774815077735439
Fannyhessea_vaginae.fna	29C	29V	29	29	cervix	vagina	within_cervix_vagina	0.9999980412512488	0.6994783335445575	True	0.31899086485471423
Fannyhessea_vaginae.fna	29C	30C	29	30	cervix	cervix	other	0.9702620714507224	0.7908353856324221	False	0.7688056519529782
Fannyhessea_vaginae.fna	29C	31C	29	31	cervix	cervix	other	0.9663661734112676	0.6055790566160528	False	0.7696773383292994
Fannyhessea_vaginae.fna	29C	37C	29	37	cervix	cervix	other	0.9705693864997516	0.798511383837588	False	0.8892369148948036
Fannyhessea_vaginae.fna	29C	38C	29	38	cervix	cervix	other	0.969227702799645	0.7973783092252414	False	0.7678357501931307
Fannyhessea_vaginae.fna	29C	38V	29	38	cervix	vagina	between_cervix_vagina	0.970226918121613	0.7810891628332346	False	0.6648082724024825
Fannyhessea_vaginae.fna	29C	39C	29	39	cervix	cervix	other	0.9682310650873404	0.5721026617662675	False	0.8352716043199657
Fannyhessea_vaginae.fna	29C	39V	29	39	cervix	vagina	between_cervix_vagina	0.9698950462834404	0.4711966816121994	False	0.8862085719697932
Fannyhessea_vaginae.fna	29C	3C	29	3	cervix	cervix	other	0.96920254373452	0.7904764188265758	False	0.8384268085529625
Fannyhessea_vaginae.fna	29C	3V	29	3	cervix	vagina	between_cervix_vagina	0.968897764252321	0.7955273010012023	False	0.6739136290888686
Fannyhessea_vaginae.fna	29C	42C	29	42	cervix	cervix	other	0.9765916166507458	0.8082171886185601	False	0.932174762711134
Fannyhessea_vaginae.fna	29C	42V	29	42	cervix	vagina	between_cervix_vagina	0.9763888548636848	0.810938211810967	False	0.9374820795270767
Fannyhessea_vaginae.fna	29C	5V	29	5	cervix	vagina	between_cervix_vagina	0.9721944954216704	0.5696378477062775	False	0.9003169912750751
Fannyhessea_vaginae.fna	29V	30C	29	30	vagina	cervix	between_cervix_vagina	0.9708982006935772	0.6791473853309996	False	0.8687278333734453
Fannyhessea_vaginae.fna	29V	31C	29	31	vagina	cervix	between_cervix_vagina	0.9670114188213677	0.5219404759050382	False	0.8300971898565533
Fannyhessea_vaginae.fna	29V	37C	29	37	vagina	cervix	between_cervix_vagina	0.9710099881890316	0.6832549520635454	False	0.9034894603798189
Fannyhessea_vaginae.fna	29V	38C	29	38	vagina	cervix	between_cervix_vagina	0.9694683485800693	0.6818279905051909	False	0.8468849037322945
Fannyhessea_vaginae.fna	29V	38V	29	38	vagina	vagina	other	0.9704842364451424	0.6699471483032996	False	0.7639780299761331
