genome	s1	s2	subject1	subject2	site1	site2	pair_class	popANI	breadth	shared_strain	bray_curtis
Aerococcus_christensenii.fna	13C	9V	13	9	cervix	vagina	between_cervix_vagina	0.9947678214071644	0.6024455993501403	False	0.5808065737347841
Aerococcus_christensenii.fna	3C	3V	3	3	cervix	vagina	within_cervix_vagina	0.9999924972865186	0.7721371348240114	True	0.38032435451863983
Aerococcus_christensenii.fna	3C	4C	3	4	cervix	cervix	other	0.999986346398692	0.5657236319538403	True	0.755649156369153
Aerococcus_christensenii.fna	3C	4V	3	4	cervix	vagina	between_cervix_vagina	0.9999908149785988	0.7708729464985716	True	0.711773075069876
Aerococcus_christensenii.fna	3C	9V	3	9	cervix	vagina	between_cervix_vagina	0.993242493698171	0.7543174863507569	False	0.6428769224461935
Aerococcus_christensenii.fna	3V	4C	3	4	vagina	cervix	between_cervix_vagina	0.9999905943168982	0.6843526441747566	True	0.8402982438748549
Aerococcus_christensenii.fna	3V	4V	3	4	vagina	vagina	other	0.9999973033992676	0.9548026926438916	True	0.6030826072227191
Aerococcus_christensenii.fna	3V	9V	3	9	vagina	vagina	other	0.9931114735396408	0.9298452721030198	False	0.580262455528823
Aerococcus_christensenii.fna	4C	4V	4	4	cervix	vagina	within_cervix_vagina	0.9999953002925098	0.6848090135855187	True	0.9138911274781972
Aerococcus_christensenii.fna	4C	9V	4	9	cervix	vagina	between_cervix_vagina	0.993281534550941	0.6697913059374369	False	0.8856829320894586
Aerococcus_christensenii.fna	4V	9V	4	9	vagina	vagina	other	0.9929401626303694	0.9321728204659474	False	0.7015727218977383
Fannyhessea_vaginae.fna	12V	13C	12	13	vagina	cervix	between_cervix_vagina	0.999978844074056	0.8095263213780489	True	0.7704614714608726
Fannyhessea_vaginae.fna	12V	13V	12	13	vagina	vagina	other	0.9999371661420604	0.8067909121113619	True	0.71428756127408
Fannyhessea_vaginae.fna	12V	14V	12	14	vagina	vagina	other	0.9854149649761144	0.774949049320258	False	0.44311418938233743
Fannyhessea_vaginae.fna	12V	3C	12	3	vagina	cervix	between_cervix_vagina	0.9701829912118008	0.7649356565701544	False	0.635778190142288
Fannyhessea_vaginae.fna	12V	3V	12	3	vagina	vagina	other	0.9699315846850708	0.7704099003593093	False	0.6885424423465604
Fannyhessea_vaginae.fna	12V	4V	12	4	vagina	vagina	other	0.9699553086551644	0.7694905617076955	False	0.7572363984748218
Fannyhessea_vaginae.fna	12V	5V	12	5	vagina	vagina	other	0.9796927544817172	0.5689630723174253	False	0.6124363894549463
Fannyhessea_vaginae.fna	12V	9C	12	9	vagina	cervix	between_cervix_vagina	0.9822705168414022	0.7887398141456213	False	0.5539472139968824
Fannyhessea_vaginae.fna	12V	9V	12	9	vagina	vagina	other	0.9826103997683006	0.790013324244988	False	0.5297293737773033
Fannyhessea_vaginae.fna	13C	13V	13	13	cervix	vagina	within_cervix_vagina	0.9999984138037146	0.8637659317209513	True	0.2690404244008342
Fannyhessea_vaginae.fna	13C	14V	13	14	cervix	vagina	between_cervix_vagina	0.98536423162216	0.8220182292112663	False	0.6895407428332337
Fannyhessea_vaginae.fna	13C	3C	13	3	cervix	cervix	other	0.9689612505155628	0.822160719851755	False	0.7159985571382507
Fannyhessea_vaginae.fna	13C	3V	13	3	cervix	vagina	between_cervix_vagina	0.9687012374351344	0.8306300072957948	False	0.5227860590496283
Fannyhessea_vaginae.fna	13C	4V	13	4	cervix	vagina	between_cervix_vagina	0.9687267730139172	0.8295120038088845	False	0.7921837474486005
Fannyhessea_vaginae.fna	13C	5V	13	5	cervix	vagina	between_cervix_vagina	0.980024638801688	0.5883274133495919	False	0.736842799114108
Fannyhessea_vaginae.fna	13C	9C	13	9	cervix	cervix	other	0.9823254474068368	0.8465779982120165	False	0.7290223746256466
Fannyhessea_vaginae.fna	13C	9V	13	9	cervix	vagina	between_cervix_vagina	0.9827050101464156	0.8473329245861435	False	0.5808065737347841
Fannyhessea_vaginae.fna	13V	14V	13	14	vagina	vagina	other	0.9857323278311936	0.8087515285203922	False	0.7323801747531562
Fannyhessea_vaginae.fna	13V	3C	13	3	vagina	cervix	between_cervix_vagina	0.9697687669555308	0.8055311030351191	False	0.7269101888183913
Fannyhessea_vaginae.fna	13V	3V	13	3	vagina	vagina	other	0.969545907043747	0.8127056437939503	False	0.5184701515888595
Fannyhessea_vaginae.fna	13V	4V	13	4	vagina	vagina	other	0.9695381591876844	0.8114869377870793	False	0.8421782509083076
Fannyhessea_vaginae.fna	13V	5V	13	5	vagina	vagina	other	0.9803410836676426	0.5828134365933776	False	0.7577368688247927
Fannyhessea_vaginae.fna	13V	9C	13	9	vagina	cervix	between_cervix_vagina	0.9827331827575244	0.8274102668616778	False	0.716885800254556
Fannyhessea_vaginae.fna	13V	9V	13	9	vagina	vagina	other	0.9831043974221552	0.8282761715231085	False	0.6810022940448933
Fannyhessea_vaginae.fna	14V	3C	14	3	vagina	cervix	between_cervix_vagina	0.9745173435941042	0.8040178250310842	False	0.5441920770536783
Fannyhessea_vaginae.fna	14V	3V	14	3	vagina	vagina	other	0.9742910827315154	0.8108512103141302	False	0.4602584873181883
Fannyhessea_vaginae.fna	14V	4V	14	4	vagina	vagina	other	0.9743614909628106	0.8096578512000384	False	0.497465393426338
Fannyhessea_vaginae.fna	14V	5V	14	5	vagina	vagina	other	0.9895926814685448	0.5946538607770535	False	0.7266717393712565
Fannyhessea_vaginae.fna	14V	9C	14	9	vagina	cervix	between_cervix_vagina	0.992172072990782	0.8235917917170464	False	0.676468351172554
Fannyhessea_vaginae.fna	14V	9V	14	9	vagina	vagina	other	0.9922977931860684	0.8245830607400607	False	0.5064717413416606
Fannyhessea_vaginae.fna	3C	3V	3	3	cervix	vagina	within_cervix_vagina	0.99999122366101	0.8586225676402386	True	0.38032435451863983
Fannyhessea_vaginae.fna	3C	4V	3	4	cervix	vagina	between_cervix_vagina	0.9999384981078184	0.8576799372493141	True	0.711773075069876
Fannyhessea_vaginae.fna	3C	5V	3	5	cervix	vagina	between_cervix_vagina	0.9690389441769552	0.5824948878057469	False	0.6159227174406152
Fannyhessea_vaginae.fna	3C	9C	3	9	cervix	cervix	other	0.969909228619406	0.816735799745846	False	0.6042516897528729
Fannyhessea_vaginae.fna	3C	9V	3	9	cervix	vagina	between_cervix_vagina	0.970263123962818	0.8181853679923549	False	0.6428769224461935
Fannyhessea_vaginae.fna	3V	4V	3	4	vagina	vagina	other	0.9999120372645016	0.8644646839002702	True	0.6030826072227191
Fannyhessea_vaginae.fna	3V	5V	3	5	vagina	vagina	other	0.9688339967220791	0.5851706976218449	False	0.7405157700781704
Fannyhessea_vaginae.fna	3V	9C	3	9	vagina	cervix	between_cervix_vagina	0.9697156049150438	0.8243398675796115	False	0.7404326817287361
Fannyhessea_vaginae.fna	3V	9V	3	9	vagina	vagina	other	0.9700821323569648	0.826241569589209	False	0.580262455528823
Fannyhessea_vaginae.fna	4V	5V	4	5	vagina	vagina	other	0.9688225538971807	0.5845164737676786	False	0.8554502251892571
Fannyhessea_vaginae.fna	4V	9C	4	9	vagina	cervix	between_cervix_vagina	0.9697331511543966	0.822758084459957	False	0.8531819354587007
Fannyhessea_vaginae.fna	4V	9V	4	9	vagina	vagina	other	0.9701071297497206	0.8250303991450562	False	0.7015727218977383
Fannyhessea_vaginae.fna	5V	9C	5	9	vagina	cervix	between_cervix_vagina	0.9870589028609696	0.5892316808757694	False	0.6667324521540864
Fannyhessea_vaginae.fna	5V	9V	5	9	vagina	vagina	other	0.9872525160577196	0.5900126391938318	False	0.6517473289257086
Fannyhessea_vaginae.fna	9C	9V	9	9	cervix	vagina	within_cervix_vagina	0.9999786091850574	0.8646880105771898	True	0.6131283129811648
G_vaginalis.fna	12V	13C	12	13	vagina	cervix	between_cervix_vagina	0.9998778762315352	0.8299370399290874	True	0.7704614714608726
G_vaginalis.fna	12V	13V	12	13	vagina	vagina	other	0.9998642843612764	0.8263620258053528	True	0.71428756127408
G_vaginalis.fna	12V	14V	12	14	vagina	vagina	other	0.988900241747622	0.7906394723300744	False	0.44311418938233743
G_vaginalis.fna	12V	16V	12	16	vagina	vagina	other	0.9832983217612054	0.8025214015062918	False	0.2951069655475334
G_vaginalis.fna	12V	1C	12	1	vagina	cervix	between_cervix_vagina	0.9827552729025464	0.7876132147779246	False	0.5928671734224591
G_vaginalis.fna	12V	1V	12	1	vagina	vagina	other	0.9828032755665588	0.7873007533857981	False	0.5545533074784667
G_vaginalis.fna	12V	2V	12	2	vagina	vagina	other	0.983357720008454	0.7377807204723984	False	0.5758780223438038
G_vaginalis.fna	12V	3C	12	3	vagina	cervix	between_cervix_vagina	0.9853534842358924	0.7762362615943568	False	0.635778190142288
G_vaginalis.fna	12V	3V	12	3	vagina	vagina	other	0.9846669317685268	0.7933052897734565	False	0.6885424423465604
G_vaginalis.fna	12V	4C	12	4	vagina	cervix	between_cervix_vagina	0.9828563605702516	0.7710227742973217	False	0.6733534791262362
G_vaginalis.fna	12V	4V	12	4	vagina	vagina	other	0.9821639713282636	0.7907558207179295	False	0.7572363984748218
G_vaginalis.fna	12V	5V	12	5	vagina	vagina	other	0.9850197854522288	0.6448849290454755	False	0.6124363894549463
G_vaginalis.fna	12V	7V	12	7	vagina	vagina	other	0.9874103105304428	0.8137814065680464	False	0.7900076043948817
G_vaginalis.fna	12V	9C	12	9	vagina	cervix	between_cervix_vagina	0.9954576838762018	0.6948877477950781	False	0.5539472139968824
G_vaginalis.fna	12V	9V	12	9	vagina	vagina	other	0.9973598107428692	0.8259380138970353	False	0.5297293737773033
G_vaginalis.fna	13C	13V	13	13	cervix	vagina	within_cervix_vagina	0.9999909800019704	0.8643617691192187	True	0.2690404244008342
G_vaginalis.fna	13C	14V	13	14	cervix	vagina	between_cervix_vagina	0.9927815867012784	0.8176286999087204	False	0.6895407428332337
G_vaginalis.fna	13C	16V	13	16	cervix	vagina	between_cervix_vagina	0.98733787171007	0.8388706769676971	False	0.8330604980545752
G_vaginalis.fna	13C	1C	13	1	cervix	cervix	other	0.9870209834945352	0.8249970313169078	False	0.8669116272633389
G_vaginalis.fna	13C	1V	13	1	cervix	vagina	between_cervix_vagina	0.9870817556532776	0.8244212867172123	False	0.8856150215660132
G_vaginalis.fna	13C	2V	13	2	cervix	vagina	between_cervix_vagina	0.9876611463936537	0.7701999393069234	False	0.9760695671418259
G_vaginalis.fna	13C	3C	13	3	cervix	cervix	other	0.9894659236677076	0.806964830401234	False	0.7159985571382507
G_vaginalis.fna	13C	3V	13	3	cervix	vagina	between_cervix_vagina	0.988800239021058	0.8270079392781362	False	0.5227860590496283
G_vaginalis.fna	13C	4C	13	4	cervix	cervix	other	0.9870424991740654	0.8060016576646599	False	0.9167831624262411
G_vaginalis.fna	13C	4V	13	4	cervix	vagina	between_cervix_vagina	0.9862917091313622	0.829144791370548	False	0.7921837474486005
G_vaginalis.fna	13C	5V	13	5	cervix	vagina	between_cervix_vagina	0.9890558015943312	0.6770996386003169	False	0.736842799114108
G_vaginalis.fna	13C	7V	13	7	cervix	vagina	between_cervix_vagina	0.9912303770482032	0.8551876387634445	False	0.6124246487033653
G_vaginalis.fna	13C	9C	13	9	cervix	cervix	other	0.9974827509421896	0.7164169974199445	False	0.7290223746256466
G_vaginalis.fna	13C	9V	13	9	cervix	vagina	between_cervix_vagina	0.99849982957342	0.8639185657242447	False	0.5808065737347841
G_vaginalis.fna	13V	14V	13	14	vagina	vagina	other	0.9929449519915112	0.8110592141326107	False	0.7323801747531562
G_vaginalis.fna	13V	16V	13	16	vagina	vagina	other	0.9877716519018068	0.8314033894564371	False	0.8325750002442637
G_vaginalis.fna	13V	1C	13	1	vagina	cervix	between_cervix_vagina	0.9872677643743948	0.8173414273428308	False	0.8738039009162415
G_vaginalis.fna	13V	1V	13	1	vagina	vagina	other	0.98732571295159	0.8168670377820398	False	0.8980025841374862
G_vaginalis.fna	13V	2V	13	2	vagina	vagina	other	0.987908842703516	0.7642031994607192	False	0.9664573208541006
G_vaginalis.fna	13V	3C	13	3	vagina	cervix	between_cervix_vagina	0.9898594636024504	0.8012589615246677	False	0.7269101888183913
G_vaginalis.fna	13V	3V	13	3	vagina	vagina	other	0.9891608885131452	0.8200540240349381	False	0.5184701515888595
G_vaginalis.fna	13V	4C	13	4	vagina	cervix	between_cervix_vagina	0.9873574626932906	0.7988048501684653	False	0.8884430149306465
G_vaginalis.fna	13V	4V	13	4	vagina	vagina	other	0.9866310961463564	0.8207653085091453	False	0.8421782509083076
G_vaginalis.fna	13V	5V	13	5	vagina	vagina	other	0.9894211751589682	0.6713457910071092	False	0.7577368688247927
G_vaginalis.fna	13V	7V	13	7	vagina	vagina	other	0.9916960011887116	0.8476010041945393	False	0.562758955605636
G_vaginalis.fna	13V	9C	13	9	vagina	cervix	between_cervix_vagina	0.9975777900426052	0.7128341867547556	False	0.716885800254556
G_vaginalis.fna	13V	9V	13	9	vagina	vagina	other	0.998621597726688	0.8553939472450021	False	0.6810022940448933
G_vaginalis.fna	14V	16V	14	16	vagina	vagina	other	0.9810194519254468	0.8079112105869836	False	0.5509669058171862
G_vaginalis.fna	14V	1C	14	1	vagina	cervix	between_cervix_vagina	0.981008550680918	0.8011947899911599	False	0.5564918497033212
G_vaginalis.fna	14V	1V	14	1	vagina	vagina	other	0.9810159770831336	0.8005920573633536	False	0.5406838925250963
G_vaginalis.fna	14V	2V	14	2	vagina	vagina	other	0.9815356950361892	0.7477387031112999	False	0.6926422869893532
G_vaginalis.fna	14V	3C	14	3	vagina	cervix	between_cervix_vagina	0.9841185953695292	0.7875532413821229	False	0.5441920770536783
G_vaginalis.fna	14V	3V	14	3	vagina	vagina	other	0.98335799090959	0.8083178302105186	False	0.4602584873181883
G_vaginalis.fna	14V	4C	14	4	vagina	cervix	between_cervix_vagina	0.9812261741523824	0.7798466600216144	False	0.8197370689834667
G_vaginalis.fna	14V	4V	14	4	vagina	vagina	other	0.9806909596578846	0.8021801528841805	False	0.497465393426338
G_vaginalis.fna	14V	5V	14	5	vagina	vagina	other	0.9829942948542096	0.6449209130829564	False	0.7266717393712565
G_vaginalis.fna	14V	7V	14	7	vagina	vagina	other	0.9854921621301826	0.8211089560670887	False	0.8026555190729956
G_vaginalis.fna	14V	9C	14	9	vagina	cervix	between_cervix_vagina	0.994355826525024	0.6942844154333138	False	0.676468351172554
G_vaginalis.fna	14V	9V	14	9	vagina	vagina	other	0.9968429492170384	0.8280640707782028	False	0.5064717413416606
G_vaginalis.fna	16V	1C	16	1	vagina	cervix	between_cervix_vagina	0.9904990976006184	0.8689635277790771	False	0.5891755103800641
G_vaginalis.fna	16V	1V	16	1	vagina	vagina	other	0.9905027072464688	0.8682834294706868	False	0.42224360397238375
G_vaginalis.fna	16V	2V	16	2	vagina	vagina	other	0.9913427445903212	0.8134305622026069	False	0.38611969154582915
G_vaginalis.fna	16V	3C	16	3	vagina	cervix	between_cervix_vagina	0.990626131378122	0.8415203015942128	False	0.8056386117119735
G_vaginalis.fna	16V	3V	16	3	vagina	vagina	other	0.9897124716049212	0.8633230299039346	False	0.8051332871602206
G_vaginalis.fna	16V	4C	16	4	vagina	cervix	between_cervix_vagina	0.990169533827544	0.8554497225030976	False	0.6780189776336268
G_vaginalis.fna	16V	4V	16	4	vagina	vagina	other	0.9891856671288586	0.8771684880586972	False	0.8270190563498098
G_vaginalis.fna	16V	5V	16	5	vagina	vagina	other	0.9923705091060302	0.7095884265739718	False	0.6684058422208184
G_vaginalis.fna	16V	7V	16	7	vagina	vagina	other	0.9939772544175304	0.893315725144326	False	0.8499339521047888
G_vaginalis.fna	16V	9C	16	9	vagina	cervix	between_cervix_vagina	0.9891274219499994	0.7096915808147506	False	0.6989471598557849
G_vaginalis.fna	16V	9V	16	9	vagina	vagina	other	0.990551052824502	0.8687908043991686	False	0.5736814900575647
G_vaginalis.fna	1C	1V	1	1	cervix	vagina	within_cervix_vagina	0.9999893392109817	0.9000969170076154	True	0.438576884193625
G_vaginalis.fna	1C	2V	1	2	cervix	vagina	between_cervix_vagina	0.9999964307792466	0.8401469108303556	True	0.708148084023917
G_vaginalis.fna	1C	3C	1	3	cervix	cervix	other	0.9921921348738728	0.8420846512487061	False	0.841321076122015
G_vaginalis.fna	1C	3V	1	3	cervix	vagina	between_cervix_vagina	0.9914824313446526	0.8650040841882541	False	0.6491404165127874
G_vaginalis.fna	1C	4C	1	4	cervix	cervix	other	0.9904603477807304	0.8508485635771972	False	0.5516536203556401
G_vaginalis.fna	1C	4V	1	4	cervix	vagina	between_cervix_vagina	0.9897944761102352	0.8698487351011092	False	0.7883372765992294
G_vaginalis.fna	1C	5V	1	5	cervix	vagina	between_cervix_vagina	0.9918514227565414	0.6978000558952049	False	0.8867603275254327
G_vaginalis.fna	1C	7V	1	7	cervix	vagina	between_cervix_vagina	0.995130058913978	0.8818781988309986	False	0.905795000226102
G_vaginalis.fna	1C	9C	1	9	cervix	cervix	other	0.9892148886140528	0.6973190692608758	False	0.8231242757400948
G_vaginalis.fna	1C	9V	1	9	cervix	vagina	between_cervix_vagina	0.9906599972817304	0.8516348147961564	False	0.7827046191667834
G_vaginalis.fna	1V	2V	1	2	vagina	vagina	other	0.999999285980513	0.8399406023487981	True	0.2341081985212519
G_vaginalis.fna	1V	3C	1	3	vagina	cervix	between_cervix_vagina	0.9922131407616877	0.841121478512132	False	0.8966814187334041
G_vaginalis.fna	1V	3V	1	3	vagina	vagina	other	0.991494507737346	0.8639053715771684	False	0.7427371183327464
G_vaginalis.fna	1V	4C	1	4	vagina	cervix	between_cervix_vagina	0.990498527434038	0.8499753509343255	False	0.7722025074850418
G_vaginalis.fna	1V	4V	1	4	vagina	vagina	other	0.989820240650146	0.8688099958858251	False	0.7891153141264817
G_vaginalis.fna	1V	5V	1	5	vagina	vagina	other	0.9918968828673388	0.6972740892140247	False	0.922294315272466
G_vaginalis.fna	1V	7V	1	7	vagina	vagina	other	0.9951889299777248	0.8809516098658635	False	0.9184224935037764
G_vaginalis.fna	1V	9C	1	9	vagina	cervix	between_cervix_vagina	0.9892462105694388	0.6968404815623789	False	0.8909208950391495
G_vaginalis.fna	1V	9V	1	9	vagina	vagina	other	0.9906777612816352	0.8511346366751709	False	0.5065194913745297
G_vaginalis.fna	2V	3C	2	3	vagina	cervix	between_cervix_vagina	0.992776822950914	0.793509199319182	False	0.932748396063342
G_vaginalis.fna	2V	3V	2	3	vagina	vagina	other	0.9920370913873234	0.8071609434055054	False	0.9043487693809619
G_vaginalis.fna	2V	4C	2	4	vagina	cervix	between_cervix_vagina	0.9912006013810156	0.7994045841264815	False	0.8729693615052685
G_vaginalis.fna	2V	4V	2	4	vagina	vagina	other	0.9905744946550804	0.8101860014897392	False	0.8858201648330383
G_vaginalis.fna	2V	5V	2	5	vagina	vagina	other	0.9928513454169636	0.6568952012887084	False	0.9398046199955593
G_vaginalis.fna	2V	7V	2	7	vagina	vagina	other	0.9959390715174627	0.8240764396913529	False	0.9747698969950507
G_vaginalis.fna	2V	9C	2	9	vagina	cervix	between_cervix_vagina	0.98978320754786	0.6557467107591073	False	0.8895027113497039
G_vaginalis.fna	2V	9V	2	9	vagina	vagina	other	0.9911912026740344	0.7946708839958594	False	0.6336628508812588
G_vaginalis.fna	3C	3V	3	3	cervix	vagina	within_cervix_vagina	0.9999889400335532	0.8676105279697927	True	0.38032435451863983
G_vaginalis.fna	3C	4C	3	4	cervix	cervix	other	0.9904586019694726	0.8173792105821858	False	0.755649156369153
G_vaginalis.fna	3C	4V	3	4	cervix	vagina	between_cervix_vagina	0.9897485958353134	0.8379914669852453	False	0.711773075069876
G_vaginalis.fna	3C	5V	3	5	cervix	vagina	between_cervix_vagina	0.9924930046635576	0.6751505032367642	False	0.6159227174406152
G_vaginalis.fna	3C	7V	3	7	cervix	vagina	between_cervix_vagina	0.9944983117828932	0.85561225040572	False	0.8401777497939568
G_vaginalis.fna	3C	9C	3	9	cervix	cervix	other	0.991360240954438	0.6905462736729987	False	0.6042516897528729
G_vaginalis.fna	3C	9V	3	9	cervix	vagina	between_cervix_vagina	0.9926588527831088	0.8296929482081749	False	0.6428769224461935
G_vaginalis.fna	3V	4C	3	4	vagina	cervix	between_cervix_vagina	0.9895404336072472	0.8374834923228056	False	0.8402982438748549
G_vaginalis.fna	3V	4V	3	4	vagina	vagina	other	0.9888357644873302	0.8626231403749297	False	0.6030826072227191
G_vaginalis.fna	3V	5V	3	5	vagina	vagina	other	0.9914772579230322	0.6905276819203001	False	0.7405157700781704
G_vaginalis.fna	3V	7V	3	7	vagina	vagina	other	0.9936844203868276	0.8783895463972182	False	0.752083173391572
G_vaginalis.fna	3V	9C	3	9	vagina	cervix	between_cervix_vagina	0.990802445854829	0.7028534142254496	False	0.7404326817287361
G_vaginalis.fna	3V	9V	3	9	vagina	vagina	other	0.9920344328972848	0.8510872576924876	False	0.580262455528823
G_vaginalis.fna	4C	4V	4	4	cervix	vagina	within_cervix_vagina	0.9999979572520956	0.8807752880822067	True	0.9138911274781972
G_vaginalis.fna	4C	5V	4	5	cervix	vagina	between_cervix_vagina	0.9916871017358824	0.6823473107329588	False	0.8591755494157731
G_vaginalis.fna	4C	7V	4	7	cervix	vagina	between_cervix_vagina	0.9937988681865038	0.855238616149876	False	0.9339724649898387
G_vaginalis.fna	4C	9C	4	9	cervix	cervix	other	0.9890687559282564	0.683498200198392	False	0.7972742999803714
G_vaginalis.fna	4C	9V	4	9	cervix	vagina	between_cervix_vagina	0.9907007844456822	0.8323461712384387	False	0.8856829320894586
G_vaginalis.fna	4V	5V	4	5	vagina	vagina	other	0.9907241234498068	0.69976358487375	False	0.8554502251892571
G_vaginalis.fna	4V	7V	4	7	vagina	vagina	other	0.9927480531091648	0.8800903919021522	False	0.8786446859779569
G_vaginalis.fna	4V	9C	4	9	vagina	cervix	between_cervix_vagina	0.9884245087812302	0.7014128532582946	False	0.8531819354587007
G_vaginalis.fna	4V	9V	4	9	vagina	vagina	other	0.9900093336710434	0.85716016375136	False	0.7015727218977383
G_vaginalis.fna	5V	7V	5	7	vagina	vagina	other	0.995653169375985	0.7177220185125878	False	0.5768845693236526
G_vaginalis.fna	5V	9C	5	9	vagina	cervix	between_cervix_vagina	0.9909786760207288	0.5773752763274211	False	0.6667324521540864
G_vaginalis.fna	5V	9V	5	9	vagina	vagina	other	0.992106475503994	0.6990732910880734	False	0.6517473289257086
G_vaginalis.fna	7V	9C	7	9	vagina	cervix	between_cervix_vagina	0.9931590274279958	0.7203674450013974	False	0.8641892851899176
G_vaginalis.fna	7V	9V	7	9	vagina	vagina	other	0.993947377015273	0.8814745778772537	False	0.6378270839009937
G_vaginalis.fna	9C	9V	9	9	cervix	vagina	within_cervix_vagina	0.999951995599868	0.7371054200356721	True	0.6131283129811648
Gardnerella_leopoldii.fna	14V	15C	14	15	vagina	cervix	between_cervix_vagina	0.9925237925892104	0.891043868165343	False	0.7218116626119171
Gardnerella_leopoldii.fna	14V	15V	14	15	vagina	vagina	other	0.9926829573851724	0.8847630156698565	False	0.7027197105139624
Gardnerella_leopoldii.fna	14V	1C	14	1	vagina	cervix	between_cervix_vagina	0.9931498278754306	0.6930212967388207	False	0.5564918497033212
Gardnerella_leopoldii.fna	14V	3C	14	3	vagina	cervix	between_cervix_vagina	0.9932255118522468	0.8917147907458325	False	0.5441920770536783
Gardnerella_leopoldii.fna	14V	3V	14	3	vagina	vagina	other	0.9932246523080788	0.8931413977488559	False	0.4602584873181883
Gardnerella_leopoldii.fna	14V	4C	14	4	vagina	cervix	between_cervix_vagina	0.9934698237361494	0.7044158963662598	False	0.8197370689834667
Gardnerella_leopoldii.fna	14V	4V	14	4	vagina	vagina	other	0.9929452152436612	0.9010177289172848	False	0.497465393426338
Gardnerella_leopoldii.fna	14V	9C	14	9	vagina	cervix	between_cervix_vagina	0.976175545844838	0.5957890316872366	False	0.676468351172554
Gardnerella_leopoldii.fna	14V	9V	14	9	vagina	vagina	other	0.9748695396841478	0.7594152476121611	False	0.5064717413416606
Gardnerella_leopoldii.fna	15C	15V	15	15	cervix	vagina	within_cervix_vagina	0.9999992774368084	0.9023628341491118	True	0.5277319894136273
Gardnerella_leopoldii.fna	15C	1C	15	1	cervix	cervix	other	0.9929510702499356	0.6918874440979351	False	0.9427140329552095
Gardnerella_leopoldii.fna	15C	3C	15	3	cervix	cervix	other	0.9931246012553742	0.8921881530329417	False	0.4075849370606154
Gardnerella_leopoldii.fna	15C	3V	15	3	cervix	vagina	between_cervix_vagina	0.993137772250237	0.8933304818580318	False	0.6324097821928953
Gardnerella_leopoldii.fna	15C	4C	15	4	cervix	cervix	other	0.9937603204093786	0.6941590614647237	False	0.9301987834456787
Gardnerella_leopoldii.fna	15C	4V	15	4	cervix	vagina	between_cervix_vagina	0.993155759496402	0.8914865857864823	False	0.8401996382755162
Gardnerella_leopoldii.fna	15C	9C	15	9	cervix	cervix	other	0.9750696735663356	0.5827774369192591	False	0.8335443080014263
Gardnerella_leopoldii.fna	15C	9V	15	9	cervix	vagina	between_cervix_vagina	0.9739162181660648	0.7465079751113152	False	0.8045983766391734
Gardnerella_leopoldii.fna	15V	1C	15	1	vagina	cervix	between_cervix_vagina	0.993104356035677	0.688545871478879	False	0.9102008654493012
Gardnerella_leopoldii.fna	15V	3C	15	3	vagina	cervix	between_cervix_vagina	0.9932346081814862	0.8856856157198009	False	0.519991301518281
